listing_id,city,neighborhood,room_type,property_type,bedrooms,bathrooms,accommodates,review_score,number_of_reviews,host_response_rate,availability_365,cancellation_policy,amenities_count,latitude,longitude,price
466,Atlanta,Old Town,Hotel room,House,4,1,5,3.5,203,56,43,Flexible,2,-34.302155,-87.680154,299.64
467,Atlanta,Suburb,Private room,Condo,2,2,6,3.11,449,58,60,Moderate,4,19.116406,-176.374391,243.57
468,Los Angeles,City Center,Shared room,Condo,4,3,4,3.01,247,74,122,Strict,9,4.276529,-81.075505,400.19
469,San Francisco,Uptown,Entire home/apt,Townhouse,2,3,6,4.89,301,82,348,Moderate,5,-85.593552,-140.616027,547.64
470,Denver,Midtown,Shared room,Apartment,1,1,7,4.8,213,50,195,Flexible,5,52.326523,57.535503,291.47
471,Seattle,Uptown,Hotel room,Townhouse,5,2,9,2.62,214,55,329,Moderate,3,-87.85839,-65.13301,485.9
472,Chicago,Midtown,Shared room,Villa,4,3,7,3.35,157,67,322,Moderate,9,-37.23193,96.184558,422.71
473,Atlanta,City Center,Hotel room,Loft,2,3,6,3.51,68,59,110,Flexible,3,-88.933668,-105.510173,306.17
474,Miami,Downtown,Hotel room,House,3,2,1,3.1,392,77,257,Moderate,3,-22.283746,144.084549,340.34
475,Los Angeles,Old Town,Private room,Townhouse,4,2,2,4.07,84,60,88,Moderate,6,-78.631105,8.273345,457.86
476,Boston,City Center,Hotel room,Loft,1,3,1,4.1,266,82,197,Moderate,2,74.431974,-138.777769,384.41
477,Chicago,Harbor Area,Private room,Cottage,1,3,9,4.63,68,50,281,Strict,2,-15.177727,-35.695715,390.72
478,Denver,Uptown,Private room,Loft,3,1,9,4.35,98,62,199,Moderate,5,-7.290761,-105.566211,347.17
479,Miami,Suburb,Private room,Cottage,2,1,7,3.86,346,86,98,Flexible,2,-27.026958,-108.113247,445.58
480,Denver,Suburb,Entire home/apt,Townhouse,4,3,2,4.13,496,69,26,Strict,7,22.951108,2.293106,394.02
481,Chicago,Beachside,Entire home/apt,Villa,2,1,6,3.18,449,50,88,Strict,2,51.193461,61.881126,270.83
482,Atlanta,Midtown,Hotel room,Townhouse,1,3,4,3.98,215,52,145,Flexible,4,26.666414,148.182554,252.09
483,Miami,Uptown,Private room,Cottage,2,3,1,3.72,414,67,181,Moderate,2,44.677281,0.778324,383.94
484,Denver,Beachside,Entire home/apt,Loft,1,1,1,2.83,160,90,256,Strict,6,73.075259,167.701959,198.7
485,Boston,Uptown,Private room,Loft,2,1,5,3.11,422,63,188,Strict,5,65.438376,158.988547,286.94
486,San Francisco,Harbor Area,Shared room,Cottage,3,2,2,3.23,93,80,239,Strict,10,31.330521,131.422511,484.25
487,New York,Midtown,Shared room,Condo,5,2,4,4.81,173,76,358,Moderate,10,-51.365167,-0.008185,636.65
488,San Francisco,City Center,Shared room,Villa,3,2,1,3.08,164,66,195,Strict,5,24.786513,-129.27458,389.7
489,Chicago,City Center,Hotel room,Apartment,3,3,4,3.22,114,95,296,Flexible,7,1.094957,-101.554391,414.87
490,Los Angeles,Suburb,Private room,House,5,1,6,3.42,219,78,164,Moderate,4,39.099462,53.161201,516.57
491,New York,City Center,Shared room,Loft,5,3,4,4.16,443,85,306,Flexible,7,59.927697,-28.168207,631.78
492,Seattle,City Center,Entire home/apt,House,4,1,1,2.8,30,86,270,Flexible,8,43.689869,-127.151413,356.03
493,Boston,Harbor Area,Shared room,Apartment,4,3,7,4.88,10,75,7,Strict,6,62.381011,-7.562184,604.28
494,Seattle,Downtown,Shared room,Townhouse,3,2,2,4.66,342,66,37,Strict,3,-78.504053,-173.725004,393.99
495,Miami,Suburb,Shared room,House,3,2,9,3.94,376,71,113,Strict,4,-84.308393,84.202334,532.41
496,New York,Beachside,Hotel room,Apartment,1,2,3,4.19,129,74,338,Flexible,3,-43.469898,-153.510734,365.9
497,Seattle,Old Town,Entire home/apt,Cottage,1,3,8,2.54,487,51,55,Moderate,9,72.119895,46.480903,348.08
498,Seattle,Downtown,Private room,Condo,4,1,8,3.35,104,71,358,Strict,4,58.258665,105.483711,434.45
499,Denver,Beachside,Entire home/apt,Loft,4,1,3,4.49,26,54,137,Strict,8,32.890914,-132.248205,328.75
500,San Francisco,Midtown,Private room,Apartment,1,2,4,2.69,226,53,101,Flexible,7,36.13656,6.709929,426.58
501,Denver,Downtown,Hotel room,House,1,2,2,3.21,1,85,333,Moderate,4,40.800684,100.464305,176.04
502,New York,Harbor Area,Hotel room,Loft,2,2,4,3.96,358,55,176,Flexible,5,79.668486,-86.171956,488.52
503,New York,Beachside,Hotel room,Condo,2,2,9,3.14,100,70,168,Strict,9,59.794407,-121.350027,459.47
504,Chicago,Midtown,Hotel room,Cottage,1,1,2,4.83,20,62,338,Flexible,3,22.21027,-58.74512,272.82
505,Denver,Suburb,Private room,Townhouse,2,3,3,2.83,57,86,285,Strict,6,29.828778,19.691704,251.83
506,Austin,Old Town,Shared room,Loft,5,3,4,4.49,388,74,260,Moderate,8,-51.526753,27.100654,520.43
507,San Francisco,Midtown,Private room,Townhouse,4,3,5,3.77,179,75,222,Flexible,10,28.317389,-132.88452,563.83
508,New York,City Center,Entire home/apt,Apartment,4,3,1,4.38,428,88,198,Strict,9,-13.557778,-15.275215,528.71
509,Chicago,Uptown,Hotel room,Condo,1,2,7,3.28,340,69,210,Strict,5,-62.466863,-83.41841,325.47
510,Denver,Midtown,Hotel room,House,3,2,7,3.79,348,82,286,Strict,2,55.152507,123.128719,323.7
511,San Francisco,Midtown,Entire home/apt,Condo,1,2,9,4.64,19,63,179,Strict,2,1.844478,-67.112952,551.69
512,Denver,Old Town,Private room,Condo,2,3,4,3.67,254,85,249,Flexible,4,85.936508,121.933629,335.2
513,Seattle,Uptown,Shared room,Villa,3,2,6,3.4,316,66,230,Strict,10,-39.297716,-25.716739,381.2
514,Chicago,City Center,Shared room,Condo,2,2,2,3.84,37,70,22,Flexible,10,-3.47938,81.570876,311.45
515,San Francisco,Beachside,Entire home/apt,Condo,5,1,4,4.29,147,95,47,Strict,2,-9.360818,3.621682,560.74
516,Atlanta,Beachside,Shared room,Loft,2,1,2,3.61,497,65,108,Flexible,3,-68.259686,43.906545,247.53
517,Miami,Midtown,Private room,House,5,2,5,4.85,24,95,295,Flexible,8,-13.29925,-37.671656,638.69
518,Miami,Harbor Area,Private room,Loft,5,1,7,3.24,385,65,5,Strict,7,-38.240378,96.554436,445.98
519,San Francisco,Harbor Area,Entire home/apt,Loft,2,1,1,3.69,120,69,37,Strict,9,-61.142315,-26.931822,318.04
520,Denver,Uptown,Private room,Apartment,2,2,7,4.39,415,78,168,Strict,3,-39.211995,-15.313807,334.54
521,Chicago,Uptown,Hotel room,Loft,5,2,6,4.22,25,77,355,Strict,2,-48.014696,6.364321,471.26
522,Miami,City Center,Entire home/apt,Villa,3,2,6,4.66,453,57,282,Moderate,8,42.133236,119.456683,531.84
523,Chicago,Old Town,Private room,Villa,5,2,8,4.99,168,73,202,Strict,7,-84.460468,57.376414,451.3
524,Miami,Suburb,Entire home/apt,Townhouse,4,3,8,3.57,322,52,324,Strict,4,21.143295,-54.302261,583.15
525,Seattle,Beachside,Shared room,Apartment,5,3,6,2.78,224,74,312,Strict,4,46.919042,61.315068,440.44
526,Denver,Old Town,Private room,Townhouse,3,2,3,2.58,0,68,272,Flexible,3,-3.469778,51.273566,286.45
527,Seattle,Downtown,Hotel room,Townhouse,4,1,5,4.32,306,82,243,Strict,10,77.681696,155.166939,452.97
528,Miami,Beachside,Private room,Cottage,1,2,2,4.69,260,51,326,Flexible,4,37.418525,122.909917,346.78
529,Atlanta,Old Town,Entire home/apt,House,1,2,5,3.05,12,64,46,Flexible,7,44.626257,53.080893,232.46
530,Atlanta,Beachside,Entire home/apt,House,3,1,9,2.9,402,71,248,Flexible,10,-54.551972,-57.05744,329.0
531,Seattle,Suburb,Private room,Loft,5,3,1,2.66,395,59,78,Flexible,3,49.913204,100.647522,329.34
532,Atlanta,Downtown,Hotel room,Loft,2,2,5,4.56,47,67,109,Moderate,4,59.777052,27.074986,304.39
533,Miami,Harbor Area,Hotel room,Cottage,3,2,6,3.28,408,71,12,Strict,8,-24.97205,174.697196,419.84
534,San Francisco,Harbor Area,Hotel room,Loft,4,3,7,3.5,312,95,364,Flexible,2,-51.594648,-90.897794,611.18
535,Seattle,Suburb,Entire home/apt,House,4,3,9,3.76,370,98,89,Strict,10,-20.690878,-151.323897,536.93
536,Los Angeles,City Center,Private room,Townhouse,1,1,6,4.6,290,76,341,Flexible,6,43.129434,-154.838948,460.58
537,Denver,Downtown,Shared room,Condo,4,3,5,4.13,331,62,347,Moderate,3,-14.824979,50.41094,376.71
538,Atlanta,Midtown,Entire home/apt,Villa,3,3,7,4.04,93,82,279,Flexible,10,42.597338,158.133682,377.86
539,Atlanta,Old Town,Hotel room,Condo,4,3,1,2.94,260,54,220,Strict,5,-69.558383,-179.304511,249.8
540,New York,Downtown,Private room,Condo,3,1,5,3.78,481,75,72,Strict,4,55.082108,81.277577,444.78
541,Austin,City Center,Hotel room,House,2,3,2,4.29,277,62,233,Moderate,4,-44.422653,56.543466,364.27
542,Seattle,City Center,Shared room,Condo,1,3,4,4.93,358,76,259,Strict,10,-45.192782,83.629509,404.83
543,Boston,Suburb,Hotel room,Cottage,4,1,7,3.0,204,63,112,Strict,7,16.268574,-52.054054,431.57
544,Atlanta,Beachside,Hotel room,Apartment,3,3,5,2.52,184,73,45,Flexible,5,-77.378752,115.37872,273.01
545,Denver,Downtown,Shared room,Loft,5,3,6,2.69,174,52,273,Strict,6,-85.266409,-163.905505,400.94
546,Los Angeles,Old Town,Private room,Apartment,1,1,2,3.44,437,96,42,Flexible,4,-43.01484,91.955196,279.73
547,Atlanta,Downtown,Entire home/apt,Townhouse,2,2,3,4.55,386,98,207,Moderate,3,6.852159,-83.854101,256.45
548,Los Angeles,Uptown,Private room,Villa,3,1,7,2.52,379,79,348,Strict,8,73.37095,-8.338401,366.08
549,Miami,Beachside,Shared room,Loft,2,3,2,3.64,308,84,102,Flexible,6,62.358332,116.149058,421.26
550,Miami,Old Town,Hotel room,Condo,2,3,6,3.32,467,97,123,Strict,4,-1.719637,-82.310747,531.81
551,Austin,Harbor Area,Private room,Villa,4,3,5,2.63,414,63,9,Flexible,3,-83.330641,-113.325296,373.2
552,San Francisco,Old Town,Entire home/apt,Loft,4,1,1,3.63,68,61,328,Moderate,9,6.345492,65.272747,522.16
553,Boston,Midtown,Shared room,Cottage,3,3,4,3.14,471,77,186,Flexible,3,36.863208,12.022161,417.57
554,New York,Suburb,Private room,Cottage,5,3,2,3.38,103,93,30,Strict,2,-28.950384,5.185393,509.77
555,Austin,Midtown,Entire home/apt,Cottage,3,1,4,4.26,245,78,155,Flexible,6,-70.008605,-87.562974,337.53
556,Chicago,Old Town,Shared room,Cottage,5,2,1,3.8,160,92,59,Strict,3,-39.857768,-167.44309,351.31
557,New York,Beachside,Entire home/apt,Condo,2,2,2,2.81,199,66,248,Moderate,4,48.885996,-32.30311,327.11
558,Seattle,Downtown,Shared room,Apartment,1,3,8,4.9,215,89,269,Flexible,5,-26.77611,-141.638587,434.51
559,Denver,Harbor Area,Hotel room,Loft,3,1,6,4.09,433,98,216,Strict,6,56.156668,146.156094,292.81
560,Chicago,Downtown,Private room,Condo,3,3,2,4.41,211,70,1,Strict,2,-32.486139,-165.149884,399.84
561,Chicago,Beachside,Entire home/apt,Cottage,5,1,6,2.7,15,72,23,Strict,9,-60.560093,-24.605692,391.28
562,Austin,Old Town,Shared room,Townhouse,2,1,9,2.62,497,69,205,Flexible,7,-11.547295,-161.19159,353.96
563,San Francisco,City Center,Entire home/apt,Apartment,2,2,7,2.55,371,60,319,Flexible,5,-8.590588,-145.604205,450.05
564,Austin,Downtown,Entire home/apt,Townhouse,5,2,9,2.97,331,83,198,Flexible,7,-87.100521,57.192,465.41
565,Seattle,City Center,Private room,Villa,2,1,5,3.54,204,59,355,Moderate,8,-68.931887,52.960054,320.79
566,Atlanta,Downtown,Hotel room,Townhouse,4,3,7,4.84,364,59,113,Strict,10,-56.713317,-168.10121,362.15
567,Atlanta,Downtown,Entire home/apt,Villa,1,2,7,3.64,489,92,279,Strict,8,-69.554283,-179.592669,291.0
568,San Francisco,Harbor Area,Shared room,Villa,3,3,3,3.23,38,55,154,Moderate,3,-28.525306,-151.625492,467.41
569,Seattle,Suburb,Shared room,Cottage,1,2,7,3.9,88,85,164,Moderate,2,83.632114,94.679603,393.77
570,San Francisco,Suburb,Hotel room,Villa,3,2,1,2.78,429,73,221,Flexible,6,1.660057,30.44753,329.75
571,Los Angeles,Uptown,Shared room,House,4,3,9,4.02,255,61,90,Flexible,8,22.960084,-166.277432,552.47
572,Atlanta,Midtown,Hotel room,Loft,2,2,6,3.92,479,92,166,Flexible,3,-25.850434,-4.285074,268.55
573,Chicago,Beachside,Shared room,Loft,5,2,5,4.48,253,72,206,Flexible,2,-31.772203,76.330569,440.55
574,Boston,Beachside,Private room,Cottage,4,3,7,4.97,215,76,281,Flexible,6,-85.833581,132.822502,602.81
575,Denver,Beachside,Entire home/apt,House,1,2,5,3.13,367,94,64,Flexible,4,0.060058,156.253137,296.21
576,Seattle,Uptown,Private room,Townhouse,5,2,5,3.77,302,86,3,Moderate,7,-2.950379,-62.121397,450.41
577,New York,Suburb,Entire home/apt,Condo,2,2,7,4.77,171,55,156,Moderate,6,-61.590469,-131.100326,489.95
578,San Francisco,Old Town,Entire home/apt,Townhouse,4,3,7,4.46,136,50,248,Moderate,7,47.57832,-94.706669,632.94
579,Denver,City Center,Entire home/apt,Condo,5,1,3,3.72,487,55,256,Strict,7,-1.318621,99.421737,311.42
580,New York,Harbor Area,Private room,Villa,4,3,3,4.86,497,99,234,Strict,4,-28.981085,169.734317,585.04
581,Denver,City Center,Entire home/apt,Apartment,4,1,3,2.64,470,71,305,Flexible,2,-63.556396,-12.098298,240.05
582,Boston,Old Town,Private room,Condo,2,2,6,4.83,383,90,73,Moderate,9,9.388949,-70.072843,407.46
583,New York,Harbor Area,Hotel room,Apartment,3,1,6,2.63,177,73,186,Strict,3,45.507065,-25.49139,416.02
584,Austin,Uptown,Shared room,Loft,5,3,3,3.87,76,74,61,Strict,6,-39.240117,-70.267268,453.15
585,Miami,Old Town,Shared room,Apartment,2,3,3,4.73,187,64,336,Moderate,3,-50.617017,-87.664492,423.47
586,Austin,Beachside,Entire home/apt,Loft,4,2,8,3.16,479,75,163,Strict,10,3.948294,33.750271,452.88
587,Atlanta,Midtown,Private room,House,2,1,8,3.68,497,57,55,Strict,2,-62.038206,-174.335047,297.01
588,Miami,Downtown,Shared room,House,3,2,7,3.31,14,73,110,Moderate,5,29.99041,-86.56119,528.68
589,Austin,City Center,Private room,Cottage,5,2,4,4.88,291,97,217,Strict,6,18.961853,58.097548,441.92
590,Miami,Suburb,Private room,Cottage,3,3,4,4.56,496,87,239,Moderate,3,-74.325231,-168.457429,451.47
591,Miami,Suburb,Entire home/apt,Villa,1,1,3,4.27,318,55,20,Strict,7,-83.426332,-150.047346,372.68
592,Chicago,Uptown,Shared room,Condo,5,1,5,3.97,324,84,140,Moderate,8,21.651957,-74.377388,400.72
593,San Francisco,Harbor Area,Entire home/apt,Villa,3,1,3,4.55,213,91,264,Strict,6,-37.027121,136.009727,497.61
594,San Francisco,Suburb,Entire home/apt,Loft,4,1,8,3.48,207,50,138,Strict,3,-74.439764,95.359018,524.48
595,Chicago,Beachside,Shared room,Villa,5,2,7,3.62,168,95,69,Moderate,5,46.697167,-172.023613,449.15
596,Denver,City Center,Shared room,Apartment,5,2,3,4.33,329,85,117,Strict,7,-33.472079,0.616614,352.9
597,Los Angeles,Old Town,Hotel room,Loft,2,3,9,3.39,279,61,197,Moderate,5,-7.272081,-81.112502,479.83
598,Denver,Beachside,Hotel room,Cottage,4,2,5,2.66,465,87,204,Moderate,5,-47.373673,53.512437,307.21
599,New York,Uptown,Private room,House,1,2,9,2.69,304,60,213,Strict,5,22.917074,79.759398,450.61
600,New York,Beachside,Shared room,Cottage,3,3,7,2.79,145,61,55,Flexible,5,-35.732085,130.630528,462.51
601,Miami,Old Town,Hotel room,Condo,2,3,7,4.67,262,91,286,Strict,8,84.243773,-8.850155,545.43
602,Austin,Midtown,Private room,Loft,3,3,6,3.68,3,99,292,Flexible,6,36.530559,178.002032,434.07
603,Austin,Uptown,Private room,Loft,1,2,2,4.28,89,88,174,Flexible,8,-65.38999,172.794999,305.37
604,San Francisco,Midtown,Private room,Apartment,1,2,9,3.48,452,56,346,Strict,4,-14.994929,137.580021,561.41
605,Seattle,Downtown,Hotel room,Condo,5,3,6,3.15,59,60,127,Flexible,9,-20.624202,26.953018,485.84
606,Denver,Midtown,Shared room,House,1,3,8,3.37,310,85,324,Moderate,2,6.16448,-36.717682,343.35
607,Atlanta,Downtown,Entire home/apt,Townhouse,3,3,1,4.49,15,80,291,Moderate,6,61.547521,-48.820928,293.81
608,Boston,Downtown,Private room,Loft,4,2,5,4.06,226,82,287,Flexible,9,15.015963,-175.63509,506.06
609,Austin,Midtown,Hotel room,Loft,4,2,1,4.84,473,62,225,Moderate,9,-78.919798,-90.297181,345.15
610,Boston,Uptown,Hotel room,Apartment,5,1,8,4.2,465,67,63,Strict,4,27.974825,78.770965,539.77
611,Miami,Harbor Area,Entire home/apt,Villa,3,2,8,3.93,28,90,47,Moderate,2,-88.512246,37.307556,484.01
612,Boston,Old Town,Entire home/apt,House,3,2,1,4.03,150,73,201,Flexible,2,50.392883,149.911988,385.37
613,Atlanta,Beachside,Hotel room,Cottage,1,2,9,4.86,244,58,336,Strict,9,29.994493,-161.991984,335.48
614,Chicago,Beachside,Shared room,Condo,3,3,2,4.47,269,80,59,Moderate,3,-34.418581,-124.100423,378.17
615,Atlanta,Old Town,Entire home/apt,Loft,2,2,9,2.56,78,90,256,Strict,4,-37.360475,104.127764,300.08
616,Boston,City Center,Hotel room,Loft,1,3,1,3.84,432,59,64,Flexible,5,53.689139,-50.937253,320.26
617,Atlanta,City Center,Entire home/apt,Cottage,2,1,9,4.22,288,51,238,Moderate,4,51.000605,-137.39568,297.58
618,Los Angeles,Downtown,Shared room,House,5,1,4,4.37,152,87,288,Strict,6,-26.585576,178.722182,409.76
619,Miami,Downtown,Private room,Villa,4,3,9,3.03,276,64,37,Strict,6,-36.189409,103.410109,558.5
620,Denver,Uptown,Entire home/apt,Loft,5,3,7,4.67,400,52,24,Moderate,10,10.768462,-32.853227,467.65
621,Chicago,Suburb,Shared room,House,4,3,6,4.89,278,92,58,Strict,8,-88.494181,116.405092,453.2
622,Austin,Midtown,Hotel room,Cottage,5,2,5,3.09,56,80,356,Strict,5,-75.119933,65.017393,410.98
623,New York,Downtown,Entire home/apt,Apartment,3,1,9,4.71,490,55,296,Flexible,8,-67.289474,104.390913,578.0
624,Denver,Beachside,Entire home/apt,Villa,2,3,2,2.74,464,52,157,Flexible,7,-56.625873,113.474296,241.13
625,New York,Uptown,Hotel room,Condo,4,2,2,2.64,185,60,56,Flexible,6,2.163263,-149.497674,424.62
626,Miami,Midtown,Private room,Loft,1,1,9,2.82,397,64,47,Flexible,2,88.603545,44.27024,380.46
627,Chicago,Uptown,Hotel room,House,2,2,3,2.64,92,94,327,Flexible,6,27.470412,-177.557201,243.65
628,San Francisco,Midtown,Entire home/apt,Apartment,1,1,8,4.61,275,77,55,Flexible,9,-78.966217,-164.355751,506.24
629,Austin,Midtown,Hotel room,Condo,2,2,9,2.65,157,59,64,Moderate,9,4.604287,145.432803,364.29
630,Los Angeles,Old Town,Shared room,Townhouse,2,1,8,3.18,274,87,267,Flexible,7,-0.603862,9.92294,465.13
631,San Francisco,Downtown,Hotel room,House,5,1,4,2.76,180,96,68,Strict,2,-64.049793,84.924715,470.22
632,Miami,Harbor Area,Entire home/apt,House,4,2,1,3.24,358,99,215,Moderate,7,75.649026,121.860357,404.11
633,Denver,Uptown,Hotel room,Condo,4,3,4,2.73,439,99,88,Strict,4,-10.662255,161.851236,321.62
634,Los Angeles,Harbor Area,Private room,Apartment,2,1,9,4.17,76,56,280,Flexible,9,89.020645,132.967025,441.43
635,Atlanta,Uptown,Hotel room,Townhouse,3,3,2,2.83,465,64,256,Flexible,3,-14.386987,-6.007878,266.65
636,Boston,Old Town,Private room,Cottage,3,2,3,4.63,150,67,159,Strict,6,19.432386,-59.050689,507.53
637,Los Angeles,Beachside,Shared room,Apartment,1,3,8,4.54,445,67,233,Strict,7,-71.142743,-124.382435,462.05
638,Miami,Harbor Area,Private room,Villa,1,3,6,2.53,237,90,130,Strict,3,-8.238992,-35.884266,403.87
639,Seattle,Beachside,Hotel room,Loft,5,3,8,4.74,288,73,48,Moderate,10,-47.022139,-48.062312,513.83
640,Boston,City Center,Entire home/apt,Condo,2,3,7,2.57,230,51,146,Flexible,2,60.401664,21.446943,394.37
641,New York,Downtown,Private room,Cottage,1,3,5,3.1,487,89,315,Strict,2,51.105525,59.583387,472.51
642,Austin,Downtown,Shared room,Townhouse,1,1,9,2.58,17,69,1,Flexible,2,58.3524,172.197172,315.42
643,New York,Suburb,Private room,Condo,2,1,4,3.34,72,83,328,Strict,3,40.249699,82.219027,408.32
644,Los Angeles,Old Town,Private room,Condo,5,1,6,3.78,416,92,144,Flexible,8,59.88298,51.749472,473.99
645,New York,Beachside,Private room,Apartment,1,2,2,4.49,415,75,60,Moderate,3,-53.850825,-59.366724,404.82
646,Miami,Midtown,Shared room,Loft,5,3,2,3.34,188,56,272,Flexible,7,-8.63212,-167.578604,538.48
647,Atlanta,Uptown,Hotel room,Villa,4,1,2,4.26,437,87,48,Strict,5,34.532438,-76.274954,260.7
648,Denver,Downtown,Private room,House,5,2,7,2.97,16,79,331,Flexible,9,24.73065,96.641244,427.06
649,Austin,Harbor Area,Private room,House,3,1,2,4.38,18,91,130,Moderate,8,38.943807,-106.102101,297.75
650,New York,Uptown,Entire home/apt,Condo,3,1,2,3.09,218,54,42,Moderate,4,-49.633491,76.38775,356.29
651,New York,Uptown,Shared room,Loft,5,3,9,2.86,325,60,56,Flexible,5,-72.281752,28.720743,586.41
652,Los Angeles,Suburb,Private room,Townhouse,3,2,7,2.96,482,50,49,Strict,10,75.025184,-118.131527,421.68
653,Denver,Beachside,Shared room,Townhouse,4,3,3,2.96,119,83,177,Moderate,6,10.830941,-85.81507,300.39
654,San Francisco,Downtown,Private room,Cottage,2,3,3,3.78,100,50,292,Moderate,7,-62.311334,-1.330703,429.41
655,New York,Uptown,Hotel room,Apartment,3,1,7,4.61,33,68,45,Flexible,10,52.818585,-29.385106,491.97
656,Miami,Downtown,Hotel room,Loft,3,3,5,2.7,83,51,169,Moderate,3,74.687389,100.282985,459.82
657,Seattle,Midtown,Private room,Loft,5,2,6,4.27,408,70,270,Moderate,7,-59.478567,84.385671,493.49
658,Austin,Suburb,Hotel room,Apartment,4,3,8,4.14,195,69,335,Strict,2,57.134242,26.846821,469.57
659,New York,Midtown,Private room,Townhouse,2,3,9,4.68,329,72,138,Strict,10,77.980511,116.018896,602.72
660,Miami,Downtown,Hotel room,Townhouse,5,3,1,3.11,201,70,246,Strict,7,78.905088,22.561035,407.76
661,Miami,City Center,Entire home/apt,Townhouse,5,1,3,3.63,343,73,147,Flexible,8,74.548163,167.180132,474.6
662,Austin,Harbor Area,Entire home/apt,Condo,4,2,7,4.81,340,53,229,Moderate,9,8.355782,-101.799324,467.14
663,San Francisco,Downtown,Entire home/apt,Loft,2,1,6,4.15,10,61,279,Flexible,3,-25.881963,77.087518,481.82
664,Miami,Beachside,Shared room,House,4,1,7,3.47,346,71,124,Moderate,7,-88.690895,-46.820112,508.7
665,Seattle,Uptown,Shared room,Apartment,2,1,8,2.83,399,69,191,Moderate,9,-79.035799,-79.57217,413.28
666,Miami,Uptown,Entire home/apt,Townhouse,4,1,6,3.16,217,67,79,Moderate,9,-12.808977,-115.060509,471.17
667,Miami,Midtown,Shared room,Cottage,5,1,3,3.95,444,50,93,Strict,2,-18.121294,18.901251,467.08
668,Miami,Harbor Area,Hotel room,Townhouse,5,2,2,4.3,252,79,225,Flexible,4,-56.751496,-102.431004,461.97
669,Atlanta,Suburb,Private room,Townhouse,1,3,7,2.81,221,82,64,Flexible,9,-18.813595,-107.873693,215.2
670,Atlanta,City Center,Private room,Villa,3,1,1,4.0,382,73,87,Moderate,5,-58.562988,176.591486,247.34
671,San Francisco,Old Town,Private room,Condo,4,1,3,3.88,368,63,87,Flexible,10,62.782425,108.62907,442.9
672,New York,Harbor Area,Entire home/apt,Apartment,1,2,4,3.78,79,85,200,Strict,10,-36.324922,89.379655,309.95
673,Miami,Uptown,Shared room,Villa,3,2,1,4.23,6,54,213,Flexible,9,17.741583,105.861825,398.03
674,Denver,Beachside,Hotel room,Villa,4,3,5,4.59,271,60,203,Moderate,3,0.511751,168.812235,396.65
675,New York,Harbor Area,Hotel room,Cottage,2,2,3,3.31,226,73,88,Strict,2,-80.661226,26.379608,422.88
676,San Francisco,Midtown,Entire home/apt,Loft,3,3,2,4.72,15,80,60,Strict,2,79.60207,-100.712204,574.23
677,Chicago,Midtown,Hotel room,Cottage,5,1,3,2.9,423,62,270,Moderate,6,4.900676,130.395471,352.58
678,New York,Old Town,Hotel room,Loft,1,1,8,2.93,11,65,93,Flexible,10,-31.489624,87.383063,437.04
679,New York,Beachside,Hotel room,Loft,3,3,6,3.17,290,73,306,Moderate,3,-61.537217,-30.849008,453.94
680,Boston,Suburb,Hotel room,Apartment,3,2,7,2.8,240,62,26,Flexible,6,-29.065206,-9.514981,421.13
681,Los Angeles,Harbor Area,Shared room,Townhouse,5,3,6,3.08,20,73,213,Flexible,3,-86.307911,-31.949137,529.43
682,Boston,Beachside,Hotel room,Apartment,4,2,6,2.77,177,75,73,Strict,5,-24.559532,154.779178,444.28
683,Seattle,Suburb,Private room,Condo,2,1,3,4.55,426,51,60,Moderate,6,5.667467,-56.32862,346.12
684,Atlanta,Beachside,Entire home/apt,Loft,5,2,8,2.85,227,65,185,Strict,4,66.935924,166.85434,350.14
685,Atlanta,Beachside,Shared room,Villa,2,3,7,4.37,495,87,30,Moderate,3,33.727395,147.697838,338.65
686,Los Angeles,Downtown,Hotel room,Townhouse,4,3,7,2.62,272,95,218,Moderate,4,-69.915184,46.987611,477.54
687,Austin,Midtown,Shared room,House,3,1,6,4.87,287,50,11,Strict,3,-63.405662,28.735838,384.75
688,Austin,Harbor Area,Hotel room,Condo,2,2,5,4.28,296,98,301,Moderate,10,-12.937794,-46.767859,325.84
689,San Francisco,Beachside,Private room,Apartment,1,2,8,2.52,133,60,31,Moderate,7,-54.772605,-173.39818,427.35
690,Los Angeles,Harbor Area,Entire home/apt,Cottage,1,2,5,4.41,471,84,159,Flexible,3,-84.98704,-134.055653,399.68
691,New York,Old Town,Hotel room,Condo,5,1,9,3.79,282,92,236,Moderate,5,54.902678,91.523276,611.79
692,Austin,Beachside,Hotel room,Condo,4,2,9,4.45,403,78,226,Moderate,5,-86.485937,-10.245554,515.35
693,Miami,Uptown,Hotel room,Townhouse,5,3,1,3.81,152,86,180,Strict,3,59.524129,-126.058272,529.49
694,Denver,Midtown,Hotel room,Condo,5,2,6,4.1,65,66,316,Strict,9,-64.061287,-84.974093,392.42
695,New York,Uptown,Entire home/apt,Condo,5,1,7,4.47,136,88,45,Moderate,7,85.442114,161.221284,600.5
696,Seattle,Harbor Area,Entire home/apt,House,1,2,3,3.51,91,91,340,Flexible,7,18.697304,-47.832179,327.47
697,Miami,Harbor Area,Private room,Cottage,1,2,7,2.51,436,77,79,Flexible,5,42.296935,146.7655,389.27
698,Miami,Midtown,Entire home/apt,Cottage,5,3,7,4.62,316,78,134,Strict,10,-70.112947,-70.3311,611.06
